name_ko,name_en,tasting_note,roasting,process,variety,altitude,washing_station,region,release_ym,category,no,sensory_narrative
브라질 아란치스,BRAZIL ARANTES,"피칸, 아몬드 캔디, 사과칩, 무화과",미디엄,내추럴,아라라,984.5 MASL,,"미나스 제라이스, 캄포 다스 베르텐테스",2025년 8월,싱글오리진,415.0,"미나스 제라이스, 캄포 다스 베르텐테스 지역의 개성이 담긴 이 커피에서는 피칸이 먼저 맑게 피어나고, 이어 아몬드 캔디가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 사과칩을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 아라라 품종이 지닌 밝고 경쾌한 과일 인상이 전체 향미를 한층 생기 있게 만듭니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
산 안토니오: 게이샤,SAN ANTONIO: GEISHA,"라일락, 재스민, 자두, 베르가못",미디엄 라이트,무산소 워시드,게이샤,"1,960 MASL",,"카하마르카, 하엔, 촌탈리, 라 폰데로사",2025년 8월,싱글오리진,414.0,"카하마르카, 하엔, 촌탈리, 라 폰데로사 지역의 개성이 담긴 이 커피에서는 라일락이 먼저 맑게 피어나고, 이어 재스민이 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 자두를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 게이샤 품종 특유의 섬세한 플로럴함과 길고 우아한 여운이 중심을 잡습니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
브라질 사맘바이아,BRAZIL SAMAMBAIA,"대추야자, 건자두, 시나몬, 블랙커런트",미디엄,무산소 내추럴,옐로우 카투아이,"1,000 ~ 1,200 MASL",,"미나스 제라이스, 캄포 다스 베르텐테스, 산토 안토니우 두 암파루",2025년 8월,싱글오리진,413.0,"미나스 제라이스, 캄포 다스 베르텐테스, 산토 안토니우 두 암파루 지역의 개성이 담긴 이 커피에서는 대추야자가 먼저 맑게 피어나고, 이어 건자두가 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 시나몬을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투아이 계열의 친숙한 단맛과 안정적인 밸런스가 편안한 인상을 더합니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콜롬비아 라 프라데라 디카페인,COLOMBIA LA PRADERA DECAF,"청포도, 오디, 구아바 잼, 솜사탕",미디엄,무산소 워시드 / EA 프로세스,카투라,"1,450 ~ 1,500 MASL",,"킨디오, 아르메니아",2025년 8월,싱글오리진,412.0,"킨디오, 아르메니아 지역의 개성이 담긴 이 커피에서는 청포도가 먼저 맑게 피어나고, 이어 오디가 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 구아바 잼을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
페루 로스 실바,PERU LOS SILVA,"살구, 자몽, 퍼지, 블랙티",미디엄 라이트,워시드,"카투라, 버번","2,000 MASL",,"카하마르카, 쿠테르보, 칼레유크",2025년 8월,싱글오리진,411.0,"카하마르카, 쿠테르보, 칼레유크 지역의 개성이 담긴 이 커피에서는 살구가 먼저 맑게 피어나고, 이어 자몽이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 퍼지를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 높은 재배고도는 향을 더욱 선명하고 입체적으로 드러내며, 산미를 맑고 길게 이어지게 합니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
라스 마가리타스: 게이샤,LAS MARGARITAS: GEISHA,"제비꽃, 딸기, 복숭아, 망고스틴, 크리미",미디엄 라이트,워시드,게이샤,"1,648 ~ 1,852 MASL",,카이세도니아,2025년 7월,싱글오리진,410.0,"카이세도니아 지역의 개성이 담긴 이 커피에서는 제비꽃이 먼저 맑게 피어나고, 이어 딸기가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 복숭아를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 게이샤 품종 특유의 섬세한 플로럴함과 길고 우아한 여운이 중심을 잡습니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
라스 마가리타스: 파카마라,LAS MARGARITAS: PACAMARA,"패션프루트, 크랜베리, 카다멈, 루바브",미디엄,내추럴,파카마라,"1,640 ~ 1,830 MASL",,카이세도니아,2025년 7월,싱글오리진,409.0,"카이세도니아 지역의 개성이 담긴 이 커피에서는 패션프루트가 먼저 맑게 피어나고, 이어 크랜베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 카다멈을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 파카마라 특유의 넓은 향의 폭과 구조감이 컵의 존재감을 한층 크게 만듭니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
코스타리카 엘 야마론,,"장미, 살구, 용과, 매실",미디엄 라이트,내추럴,SL28,"1,300 ~ 1,600 MASL",,엘 야마론,2025년 7월,싱글오리진,408.0,"엘 야마론 지역의 개성이 담긴 이 커피에서는 장미가 먼저 맑게 피어나고, 이어 살구가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 용과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. SL 계열 품종이 만들어 내는 선명한 산미와 짙은 과실감이 컵의 중심을 또렷하게 세웁니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
코스타리카 엘 베나도,COSTA RICA EL VENADO,"자몽, 베르가못, 꿀, 샴페인",미디엄 라이트,옐로우 허니,SL28,"1,200 ~ 1,900 MASL",,엘 베나도,2025년 7월,싱글오리진,407.0,"엘 베나도 지역의 개성이 담긴 이 커피에서는 자몽이 먼저 맑게 피어나고, 이어 베르가못이 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 꿀을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. SL 계열 품종이 만들어 내는 선명한 산미와 짙은 과실감이 컵의 중심을 또렷하게 세웁니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콜롬비아 엘 파라이소,COLOMBIA EL PARAISO,"라즈베리, 히비스커스, 건포도, 애플망고",미디엄 라이트,내추럴,카투라,"1,850 MASL",,엘 나랑할,2025년 7월,싱글오리진,402.0,"엘 나랑할 지역의 개성이 담긴 이 커피에서는 라즈베리가 먼저 맑게 피어나고, 이어 히비스커스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 건포도를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
멕시코 소치아팜,MEXICO SOCHIAPAM,"사과, 브라운 슈거, 토피넛, 모과",미디엄,워시드,"플루마, 티피카, 버번, 문도 노보","1,700 ~ 1,900 MASL",,오아하카,2025년 7월,싱글오리진,405.0,"오아하카 지역의 개성이 담긴 이 커피에서는 사과가 먼저 맑게 피어나고, 이어 브라운 슈거가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 토피넛을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
포토시: 핑크 버번,POTOSI: PINK BOURBON,"천도복숭아, 오렌지 블로섬, 베르가못, 크림슨 포도",미디엄 라이트,워시드,핑크 버번,"1,502 ~ 1,835 MASL",,콜롬비아 발레 델 카우카 카이세도니아,2025년 6월,싱글오리진,404.0,"콜롬비아 발레 델 카우카 카이세도니아 지역의 개성이 담긴 이 커피에서는 천도복숭아가 먼저 맑게 피어나고, 이어 오렌지 블로섬이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 베르가못을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 핑크 버번이 보여 주는 화사한 향과 달콤한 산미가 컵의 인상을 더욱 세련되게 만듭니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
엘살바도르 플란 델 오요,EL SALVADOR PLAN DEL HOYO,"초콜릿, 솔티드 캐러멜, 프룬",미디엄 다크,워시드,Anacafe14,"1,760 MASL",,아파네카,2025년 6월,싱글오리진,402.0,"아파네카 지역의 개성이 담긴 이 커피에서는 초콜릿이 먼저 맑게 피어나고, 이어 솔티드 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 프룬을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. Anacafe14 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
인도네시아 프린자,INDONESIA FRINSA,"청사과, 레몬그라스, 라임, 사탕수수",미디엄,워시드,"Andungasari, Bor Bor, Katrika, Ateng","1,400 ~ 1,700 MASL",,웨스트 자바,2025년 6월,싱글오리진,403.0,"웨스트 자바 지역의 개성이 담긴 이 커피에서는 청사과가 먼저 맑게 피어나고, 이어 레몬그라스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 라임을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 여러 품종이 겹쳐 만들어 내는 복합성이 향미의 층을 보다 풍부하게 채워 줍니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
재미,JAMMY,"라즈베리, 체리, 복분자, 다크초콜릿",다크,,,,,,2025년 6월,블렌드,42.0,"이 커피에서는 라즈베리가 먼저 맑게 피어나고, 이어 체리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 만드는 결도 과하지 않게 정돈되어 중반부로 갈수록 복분자를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
과테말라 부에나 비스타,GUATEMALA BUENA VISTA,"블랙커런트, 말린 무화과, 초콜릿, 삼나무",미디엄,내추럴,카투아이,"2,300 MASL",,프라이하네스,2025년 5월,싱글오리진,401.0,"프라이하네스 지역의 개성이 담긴 이 커피에서는 블랙커런트가 먼저 맑게 피어나고, 이어 말린 무화과가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 초콜릿을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투아이 계열의 친숙한 단맛과 안정적인 밸런스가 편안한 인상을 더합니다. 높은 재배고도는 향을 더욱 선명하고 입체적으로 드러내며, 산미를 맑고 길게 이어지게 합니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
